date,state,daily,donations_new,donations_returning
2009-09-07,Malaysia,424,137,287
2009-09-08,Malaysia,637,271,366
2009-09-09,Malaysia,1034,546,488
2009-09-10,Malaysia,749,277,472
2009-09-11,Malaysia,671,302,369
2009-09-12,Malaysia,975,600,375
2009-09-13,Malaysia,2510,968,1542
2009-09-14,Malaysia,533,206,327
2009-09-15,Malaysia,456,174,282
2009-09-16,Malaysia,584,252,332
2009-09-17,Malaysia,777,361,416
2009-09-18,Malaysia,473,136,337
2009-09-19,Malaysia,255,136,119
2009-09-20,Malaysia,182,52,130
2009-09-21,Malaysia,63,8,55
2009-09-22,Malaysia,144,32,112
2009-09-23,Malaysia,478,146,332
2009-09-24,Malaysia,567,186,381
2009-09-25,Malaysia,630,202,428
2009-09-26,Malaysia,866,391,475
2009-09-27,Malaysia,1939,742,1197
2009-09-28,Malaysia,855,365,490
2009-09-29,Malaysia,1169,540,629
2009-09-30,Malaysia,1327,598,729
2009-10-01,Malaysia,957,399,558
2009-10-02,Malaysia,922,487,435
2009-10-03,Malaysia,849,630,219
2009-10-04,Malaysia,1568,639,929
2009-10-05,Malaysia,697,251,446
2009-10-06,Malaysia,905,339,566
2009-10-07,Malaysia,1644,810,834
2009-10-08,Malaysia,1188,573,615
2009-10-09,Malaysia,977,515,462
2009-10-10,Malaysia,970,476,494
2009-10-11,Malaysia,1270,555,715
2009-10-12,Malaysia,651,230,421
2009-10-13,Malaysia,1867,1118,749
2009-10-14,Malaysia,1195,465,730
2009-10-15,Malaysia,1067,481,586
2009-10-16,Malaysia,718,290,428
2009-10-17,Malaysia,1289,609,680
2009-10-18,Malaysia,2060,959,1101
2009-10-19,Malaysia,526,116,410
2009-10-20,Malaysia,640,193,447
2009-10-21,Malaysia,1340,550,790
2009-10-22,Malaysia,1324,625,699
2009-10-23,Malaysia,719,255,464
2009-10-24,Malaysia,779,427,352
2009-10-25,Malaysia,1288,626,662
2009-10-26,Malaysia,691,253,438
2009-10-27,Malaysia,1269,505,764
2009-10-28,Malaysia,1445,770,675
2009-10-29,Malaysia,1589,669,920
2009-10-30,Malaysia,654,320,334
2009-10-31,Malaysia,1082,567,515
2009-11-01,Malaysia,1408,507,901
2009-11-02,Malaysia,482,124,358
2009-11-03,Malaysia,1046,493,553
2009-11-04,Malaysia,817,385,432
2009-11-05,Malaysia,905,379,526
2009-11-06,Malaysia,587,198,389
2009-11-07,Malaysia,727,376,351
2009-11-08,Malaysia,1699,673,1026
2009-11-09,Malaysia,514,196,318
2009-11-10,Malaysia,623,296,327
2009-11-11,Malaysia,1160,530,630
2009-11-12,Malaysia,1273,665,608
2009-11-13,Malaysia,1133,411,722
2009-11-14,Malaysia,1436,1038,398
2009-11-15,Malaysia,1997,841,1156
2009-11-16,Malaysia,1085,482,603
2009-11-17,Malaysia,1492,599,893
2009-11-18,Malaysia,1215,543,672
2009-11-19,Malaysia,1268,596,672
2009-11-20,Malaysia,1094,384,710
2009-11-21,Malaysia,936,499,437
2009-11-22,Malaysia,1328,477,851
2009-11-23,Malaysia,1379,507,872
2009-11-24,Malaysia,1416,592,824
2009-11-25,Malaysia,1230,421,809
2009-11-26,Malaysia,1138,379,759
2009-11-27,Malaysia,30,25,5
2009-11-28,Malaysia,408,230,178
2009-11-29,Malaysia,1172,477,695
2009-11-30,Malaysia,558,188,370
2009-12-01,Malaysia,910,365,545
2009-12-02,Malaysia,969,417,552
2009-12-03,Malaysia,1258,579,679
2009-12-04,Malaysia,907,307,600
2009-12-05,Malaysia,763,408,355
2009-12-06,Malaysia,1572,515,1057
2009-12-07,Malaysia,334,97,237
2009-12-08,Malaysia,673,308,365
2009-12-09,Malaysia,905,366,539
2009-12-10,Malaysia,1269,565,704
2009-12-11,Malaysia,709,270,439
2009-12-12,Malaysia,1115,579,536
2009-12-13,Malaysia,1672,610,1062
2009-12-14,Malaysia,626,245,381
2009-12-15,Malaysia,793,350,443
2009-12-16,Malaysia,1366,559,807
2009-12-17,Malaysia,1273,536,737
2009-12-18,Malaysia,693,243,450
2009-12-19,Malaysia,744,354,390
2009-12-20,Malaysia,1553,655,898
2009-12-21,Malaysia,628,219,409
2009-12-22,Malaysia,872,379,493
2009-12-23,Malaysia,1003,447,556
2009-12-24,Malaysia,868,347,521
2009-12-25,Malaysia,477,168,309
2009-12-26,Malaysia,956,465,491
2009-12-27,Malaysia,1684,531,1153
2009-12-28,Malaysia,631,192,439
2009-12-29,Malaysia,946,373,573
2009-12-30,Malaysia,744,243,501
2009-12-31,Malaysia,1104,394,710
2010-01-01,Malaysia,675,285,390
2010-01-02,Malaysia,633,325,308
2010-01-03,Malaysia,1169,509,660
2010-01-04,Malaysia,531,156,375
2010-01-05,Malaysia,1111,475,636
2010-01-06,Malaysia,1180,464,716
2010-01-07,Malaysia,1185,521,664
2010-01-08,Malaysia,916,436,480
2010-01-09,Malaysia,1365,735,630
2010-01-10,Malaysia,1993,867,1126
2010-01-11,Malaysia,1578,780,798
2010-01-12,Malaysia,1603,718,885
2010-01-13,Malaysia,1827,820,1007
2010-01-14,Malaysia,1504,648,856
2010-01-15,Malaysia,751,357,394
2010-01-16,Malaysia,1313,677,636
2010-01-17,Malaysia,1134,446,688
2010-01-18,Malaysia,1068,449,619
2010-01-19,Malaysia,1227,583,644
2010-01-20,Malaysia,2262,1140,1122
2010-01-21,Malaysia,2537,1386,1151
2010-01-22,Malaysia,1693,806,887
2010-01-23,Malaysia,1110,524,586
2010-01-24,Malaysia,1471,681,790
2010-01-25,Malaysia,1163,478,685
2010-01-26,Malaysia,964,431,533
2010-01-27,Malaysia,1369,618,751
2010-01-28,Malaysia,1350,683,667
2010-01-29,Malaysia,842,382,460
2010-01-30,Malaysia,2030,894,1136
2010-01-31,Malaysia,1000,476,524
2010-02-01,Malaysia,771,355,416
2010-02-02,Malaysia,1197,642,555
2010-02-03,Malaysia,1940,1170,770
2010-02-04,Malaysia,2086,1117,969
2010-02-05,Malaysia,656,313,343
2010-02-06,Malaysia,1604,851,753
2010-02-07,Malaysia,1214,601,613
2010-02-08,Malaysia,1300,662,638
2010-02-09,Malaysia,1285,643,642
2010-02-10,Malaysia,1303,639,664
2010-02-11,Malaysia,1871,1030,841
2010-02-12,Malaysia,539,181,358
2010-02-13,Malaysia,745,319,426
2010-02-14,Malaysia,257,153,104
2010-02-15,Malaysia,364,201,163
2010-02-16,Malaysia,364,164,200
2010-02-17,Malaysia,1018,411,607
2010-02-18,Malaysia,1211,499,712
2010-02-19,Malaysia,573,194,379
2010-02-20,Malaysia,906,534,372
2010-02-21,Malaysia,699,301,398
2010-02-22,Malaysia,936,426,510
2010-02-23,Malaysia,1358,575,783
2010-02-24,Malaysia,1844,844,1000
2010-02-25,Malaysia,1088,414,674
2010-02-26,Malaysia,585,311,274
2010-02-27,Malaysia,2540,2138,402
2010-02-28,Malaysia,1155,556,599
2010-03-01,Malaysia,726,298,428
2010-03-02,Malaysia,1141,571,570
2010-03-03,Malaysia,1084,507,577
2010-03-04,Malaysia,1110,636,474
2010-03-05,Malaysia,733,321,412
2010-03-06,Malaysia,1164,641,523
2010-03-07,Malaysia,1364,609,755
2010-03-08,Malaysia,1020,359,661
2010-03-09,Malaysia,1942,846,1096
2010-03-10,Malaysia,1639,744,895
2010-03-11,Malaysia,1634,743,891
2010-03-12,Malaysia,877,321,556
2010-03-13,Malaysia,826,393,433
2010-03-14,Malaysia,2180,626,1554
2010-03-15,Malaysia,955,488,467
2010-03-16,Malaysia,1132,479,653
2010-03-17,Malaysia,1274,546,728
2010-03-18,Malaysia,849,389,460
2010-03-19,Malaysia,804,260,544
2010-03-20,Malaysia,761,387,374
2010-03-21,Malaysia,2126,698,1428
2010-03-22,Malaysia,453,127,326
2010-03-23,Malaysia,1038,469,569
2010-03-24,Malaysia,1443,597,846
2010-03-25,Malaysia,1213,452,761
2010-03-26,Malaysia,1133,428,705
2010-03-27,Malaysia,1143,621,522
2010-03-28,Malaysia,1305,407,898
2010-03-29,Malaysia,972,398,574
2010-03-30,Malaysia,1115,358,757
2010-03-31,Malaysia,1109,451,658
2010-04-01,Malaysia,1290,516,774
2010-04-02,Malaysia,642,263,379
2010-04-03,Malaysia,666,350,316
2010-04-04,Malaysia,1279,511,768
2010-04-05,Malaysia,634,245,389
2010-04-06,Malaysia,746,323,423
2010-04-07,Malaysia,1220,542,678
2010-04-08,Malaysia,1734,809,925
2010-04-09,Malaysia,434,146,288
2010-04-10,Malaysia,765,375,390
2010-04-11,Malaysia,1910,747,1163
2010-04-12,Malaysia,646,230,416
2010-04-13,Malaysia,975,325,650
2010-04-14,Malaysia,1211,488,723
2010-04-15,Malaysia,1382,602,780
2010-04-16,Malaysia,615,220,395
2010-04-17,Malaysia,1165,520,645
2010-04-18,Malaysia,1949,742,1207
2010-04-19,Malaysia,579,216,363
2010-04-20,Malaysia,1140,443,697
2010-04-21,Malaysia,888,347,541
2010-04-22,Malaysia,1481,637,844
2010-04-23,Malaysia,668,280,388
2010-04-24,Malaysia,811,421,390
2010-04-25,Malaysia,1572,588,984
2010-04-26,Malaysia,527,201,326
2010-04-27,Malaysia,853,374,479
2010-04-28,Malaysia,982,428,554
2010-04-29,Malaysia,1448,797,651
2010-04-30,Malaysia,449,196,253
2010-05-01,Malaysia,2231,687,1544
2010-05-02,Malaysia,996,445,551
2010-05-03,Malaysia,502,174,328
2010-05-04,Malaysia,753,289,464
2010-05-05,Malaysia,890,373,517
2010-05-06,Malaysia,1240,720,520
2010-05-07,Malaysia,521,212,309
2010-05-08,Malaysia,1284,949,335
2010-05-09,Malaysia,1451,494,957
2010-05-10,Malaysia,493,195,298
2010-05-11,Malaysia,594,232,362
2010-05-12,Malaysia,764,301,463
2010-05-13,Malaysia,1130,488,642
2010-05-14,Malaysia,667,315,352
2010-05-15,Malaysia,1053,530,523
2010-05-16,Malaysia,1406,602,804
2010-05-17,Malaysia,524,146,378
2010-05-18,Malaysia,1032,552,480
2010-05-19,Malaysia,1342,551,791
2010-05-20,Malaysia,1310,653,657
2010-05-21,Malaysia,1042,301,741
2010-05-22,Malaysia,2385,1821,564
2010-05-23,Malaysia,1051,427,624
2010-05-24,Malaysia,3367,2011,1356
2010-05-25,Malaysia,1012,390,622
2010-05-26,Malaysia,887,430,457
2010-05-27,Malaysia,846,296,550
2010-05-28,Malaysia,2159,728,1431
2010-05-29,Malaysia,843,507,336
2010-05-30,Malaysia,1393,423,970
2010-05-31,Malaysia,674,230,444
2010-06-01,Malaysia,507,155,352
2010-06-02,Malaysia,1383,536,847
2010-06-03,Malaysia,1142,545,597
2010-06-04,Malaysia,1116,424,692
2010-06-05,Malaysia,822,334,488
2010-06-06,Malaysia,1060,380,680
2010-06-07,Malaysia,582,210,372
2010-06-08,Malaysia,759,336,423
2010-06-09,Malaysia,732,300,432
2010-06-10,Malaysia,867,416,451
2010-06-11,Malaysia,552,227,325
2010-06-12,Malaysia,867,381,486
2010-06-13,Malaysia,1784,557,1227
2010-06-14,Malaysia,821,301,520
2010-06-15,Malaysia,720,274,446
2010-06-16,Malaysia,1103,498,605
2010-06-17,Malaysia,1230,514,716
2010-06-18,Malaysia,586,188,398
2010-06-19,Malaysia,759,290,469
2010-06-20,Malaysia,1879,743,1136
2010-06-21,Malaysia,537,199,338
2010-06-22,Malaysia,506,190,316
2010-06-23,Malaysia,1128,479,649
2010-06-24,Malaysia,1214,600,614
2010-06-25,Malaysia,1055,330,725
2010-06-26,Malaysia,1133,546,587
2010-06-27,Malaysia,1535,561,974
2010-06-28,Malaysia,858,411,447
2010-06-29,Malaysia,1136,507,629
2010-06-30,Malaysia,1024,437,587
2010-07-01,Malaysia,659,300,359
2010-07-02,Malaysia,257,53,204
2010-07-03,Malaysia,1168,583,585
2010-07-04,Malaysia,1602,664,938
2010-07-05,Malaysia,566,243,323
2010-07-06,Malaysia,1073,496,577
2010-07-07,Malaysia,969,400,569
2010-07-08,Malaysia,1033,504,529
2010-07-09,Malaysia,458,159,299
2010-07-10,Malaysia,953,476,477
2010-07-11,Malaysia,1610,547,1063
2010-07-12,Malaysia,587,251,336
2010-07-13,Malaysia,1146,490,656
2010-07-14,Malaysia,1320,575,745
2010-07-15,Malaysia,1357,575,782
2010-07-16,Malaysia,1102,465,637
2010-07-17,Malaysia,919,452,467
2010-07-18,Malaysia,1713,625,1088
2010-07-19,Malaysia,856,341,515
2010-07-20,Malaysia,1103,427,676
2010-07-21,Malaysia,1465,637,828
2010-07-22,Malaysia,1396,691,705
2010-07-23,Malaysia,764,315,449
2010-07-24,Malaysia,1206,744,462
2010-07-25,Malaysia,1495,548,947
2010-07-26,Malaysia,1333,516,817
2010-07-27,Malaysia,1593,714,879
2010-07-28,Malaysia,1611,735,876
2010-07-29,Malaysia,2050,961,1089
2010-07-30,Malaysia,1403,525,878
2010-07-31,Malaysia,1785,1018,767
2010-08-01,Malaysia,1295,437,858
2010-08-02,Malaysia,1275,593,682
2010-08-03,Malaysia,2364,1425,939
2010-08-04,Malaysia,1688,743,945
2010-08-05,Malaysia,1685,785,900
2010-08-06,Malaysia,1497,704,793
2010-08-07,Malaysia,1928,930,998
2010-08-08,Malaysia,2783,1211,1572
2010-08-09,Malaysia,1426,581,845
2010-08-10,Malaysia,1225,441,784
2010-08-11,Malaysia,357,149,208
2010-08-12,Malaysia,236,115,121
2010-08-13,Malaysia,525,132,393
2010-08-14,Malaysia,274,101,173
2010-08-15,Malaysia,1953,628,1325
2010-08-16,Malaysia,272,101,171
2010-08-17,Malaysia,427,146,281
2010-08-18,Malaysia,415,181,234
2010-08-19,Malaysia,361,127,234
2010-08-20,Malaysia,588,210,378
2010-08-21,Malaysia,557,231,326
2010-08-22,Malaysia,1792,563,1229
2010-08-23,Malaysia,465,161,304
2010-08-24,Malaysia,730,307,423
2010-08-25,Malaysia,835,357,478
2010-08-26,Malaysia,859,389,470
2010-08-27,Malaysia,433,198,235
2010-08-28,Malaysia,623,257,366
2010-08-29,Malaysia,1684,487,1197
2010-08-30,Malaysia,599,216,383
2010-08-31,Malaysia,731,240,491
2010-09-01,Malaysia,539,306,233
2010-09-02,Malaysia,417,178,239
2010-09-03,Malaysia,810,289,521
2010-09-04,Malaysia,563,272,291
2010-09-05,Malaysia,1640,575,1065
2010-09-06,Malaysia,406,130,276
2010-09-07,Malaysia,551,172,379
2010-09-08,Malaysia,459,151,308
2010-09-09,Malaysia,210,46,164
2010-09-10,Malaysia,1,0,1
2010-09-11,Malaysia,6,3,3
2010-09-12,Malaysia,766,255,511
2010-09-13,Malaysia,411,105,306
2010-09-14,Malaysia,537,174,363
2010-09-15,Malaysia,651,178,473
2010-09-16,Malaysia,504,227,277
2010-09-17,Malaysia,547,163,384
2010-09-18,Malaysia,2500,1471,1029
2010-09-19,Malaysia,1742,588,1154
2010-09-20,Malaysia,686,258,428
2010-09-21,Malaysia,801,390,411
2010-09-22,Malaysia,1034,435,599
2010-09-23,Malaysia,1213,608,605
2010-09-24,Malaysia,1147,524,623
2010-09-25,Malaysia,922,396,526
2010-09-26,Malaysia,2159,678,1481
2010-09-27,Malaysia,781,306,475
2010-09-28,Malaysia,1233,438,795
2010-09-29,Malaysia,1157,553,604
2010-09-30,Malaysia,1207,527,680
2010-10-01,Malaysia,966,365,601
2010-10-02,Malaysia,1229,707,522
2010-10-03,Malaysia,1491,605,886
2010-10-04,Malaysia,933,304,629
2010-10-05,Malaysia,1045,351,694
2010-10-06,Malaysia,1513,714,799
2010-10-07,Malaysia,1004,376,628
2010-10-08,Malaysia,820,326,494
2010-10-09,Malaysia,1178,503,675
2010-10-10,Malaysia,1785,578,1207
2010-10-11,Malaysia,884,339,545
2010-10-12,Malaysia,1044,401,643
2010-10-13,Malaysia,1276,641,635
2010-10-14,Malaysia,1362,532,830
2010-10-15,Malaysia,799,300,499
2010-10-16,Malaysia,1077,538,539
2010-10-17,Malaysia,1532,541,991
2010-10-18,Malaysia,1189,533,656
2010-10-19,Malaysia,1281,466,815
2010-10-20,Malaysia,1571,693,878
2010-10-21,Malaysia,1276,560,716
2010-10-22,Malaysia,443,151,292
2010-10-23,Malaysia,942,447,495
2010-10-24,Malaysia,2042,820,1222
2010-10-25,Malaysia,685,185,500
2010-10-26,Malaysia,991,380,611
2010-10-27,Malaysia,1450,576,874
2010-10-28,Malaysia,1120,376,744
2010-10-29,Malaysia,1183,379,804
2010-10-30,Malaysia,743,263,480
2010-10-31,Malaysia,1528,524,1004
2010-11-01,Malaysia,1109,438,671
2010-11-02,Malaysia,798,286,512
2010-11-03,Malaysia,1002,391,611
2010-11-04,Malaysia,718,235,483
2010-11-05,Malaysia,749,255,494
2010-11-06,Malaysia,674,282,392
2010-11-07,Malaysia,1184,429,755
2010-11-08,Malaysia,832,321,511
2010-11-09,Malaysia,1216,438,778
2010-11-10,Malaysia,1525,666,859
2010-11-11,Malaysia,1535,705,830
2010-11-12,Malaysia,642,266,376
2010-11-13,Malaysia,771,353,418
2010-11-14,Malaysia,1889,678,1211
2010-11-15,Malaysia,735,299,436
2010-11-16,Malaysia,656,257,399
2010-11-17,Malaysia,59,23,36
2010-11-18,Malaysia,474,187,287
2010-11-19,Malaysia,612,218,394
2010-11-20,Malaysia,902,410,492
2010-11-21,Malaysia,1419,421,998
2010-11-22,Malaysia,468,157,311
2010-11-23,Malaysia,972,355,617
2010-11-24,Malaysia,1029,342,687
2010-11-25,Malaysia,1595,752,843
2010-11-26,Malaysia,847,317,530
2010-11-27,Malaysia,765,317,448
2010-11-28,Malaysia,1531,559,972
2010-11-29,Malaysia,840,308,532
2010-11-30,Malaysia,929,453,476
2010-12-01,Malaysia,1005,355,650
2010-12-02,Malaysia,1241,486,755
2010-12-03,Malaysia,925,334,591
2010-12-04,Malaysia,924,400,524
2010-12-05,Malaysia,1722,565,1157
2010-12-06,Malaysia,612,196,416
2010-12-07,Malaysia,517,243,274
2010-12-08,Malaysia,889,320,569
2010-12-09,Malaysia,792,320,472
2010-12-10,Malaysia,657,265,392
2010-12-11,Malaysia,791,338,453
2010-12-12,Malaysia,2435,826,1609
2010-12-13,Malaysia,683,266,417
2010-12-14,Malaysia,1272,510,762
2010-12-15,Malaysia,1130,485,645
2010-12-16,Malaysia,1521,565,956
2010-12-17,Malaysia,740,243,497
2010-12-18,Malaysia,933,457,476
2010-12-19,Malaysia,1635,514,1121
2010-12-20,Malaysia,821,321,500
2010-12-21,Malaysia,1068,423,645
2010-12-22,Malaysia,1079,394,685
2010-12-23,Malaysia,850,233,617
2010-12-24,Malaysia,442,135,307
2010-12-25,Malaysia,504,212,292
2010-12-26,Malaysia,1222,436,786
2010-12-27,Malaysia,794,290,504
2010-12-28,Malaysia,738,260,478
2010-12-29,Malaysia,933,314,619
2010-12-30,Malaysia,891,297,594
2010-12-31,Malaysia,376,158,218
2011-01-01,Malaysia,638,237,401
2011-01-02,Malaysia,805,295,510
2011-01-03,Malaysia,499,154,345
2011-01-04,Malaysia,771,300,471
2011-01-05,Malaysia,1247,463,784
2011-01-06,Malaysia,1345,577,768
2011-01-07,Malaysia,875,310,565
2011-01-08,Malaysia,1062,409,653
2011-01-09,Malaysia,1667,554,1113
2011-01-10,Malaysia,1093,491,602
2011-01-11,Malaysia,1513,639,874
2011-01-12,Malaysia,1457,710,747
2011-01-13,Malaysia,1444,592,852
2011-01-14,Malaysia,566,189,377
2011-01-15,Malaysia,793,355,438
2011-01-16,Malaysia,1165,431,734
2011-01-17,Malaysia,1247,442,805
2011-01-18,Malaysia,1589,532,1057
2011-01-19,Malaysia,1589,577,1012
2011-01-20,Malaysia,2206,969,1237
2011-01-21,Malaysia,1233,454,779
2011-01-22,Malaysia,845,332,513
2011-01-23,Malaysia,1197,444,753
2011-01-24,Malaysia,1189,461,728
2011-01-25,Malaysia,1573,641,932
2011-01-26,Malaysia,1600,748,852
2011-01-27,Malaysia,1773,972,801
2011-01-28,Malaysia,801,333,468
2011-01-29,Malaysia,910,503,407
2011-01-30,Malaysia,830,378,452
2011-01-31,Malaysia,708,256,452
2011-02-01,Malaysia,921,344,577
2011-02-02,Malaysia,674,245,429
2011-02-03,Malaysia,272,105,167
2011-02-04,Malaysia,485,243,242
2011-02-05,Malaysia,683,333,350
2011-02-06,Malaysia,583,249,334
2011-02-07,Malaysia,851,320,531
2011-02-08,Malaysia,999,379,620
2011-02-09,Malaysia,1310,626,684
2011-02-10,Malaysia,1552,672,880
2011-02-11,Malaysia,447,171,276
2011-02-12,Malaysia,1753,1241,512
2011-02-13,Malaysia,1079,415,664
2011-02-14,Malaysia,835,272,563
2011-02-15,Malaysia,657,289,368
2011-02-16,Malaysia,1711,704,1007
2011-02-17,Malaysia,1813,761,1052
2011-02-18,Malaysia,863,361,502
2011-02-19,Malaysia,1021,516,505
2011-02-20,Malaysia,1571,604,967
2011-02-21,Malaysia,939,303,636
2011-02-22,Malaysia,1176,497,679
2011-02-23,Malaysia,1498,568,930
2011-02-24,Malaysia,1872,887,985
2011-02-25,Malaysia,1113,499,614
2011-02-26,Malaysia,1403,832,571
2011-02-27,Malaysia,1530,626,904
2011-02-28,Malaysia,872,346,526
2011-03-01,Malaysia,1009,411,598
2011-03-02,Malaysia,999,409,590
2011-03-03,Malaysia,1151,571,580
2011-03-04,Malaysia,578,224,354
2011-03-05,Malaysia,2599,2110,489
2011-03-06,Malaysia,1419,683,736
2011-03-07,Malaysia,1372,622,750
2011-03-08,Malaysia,1382,484,898
2011-03-09,Malaysia,1592,626,966
2011-03-10,Malaysia,1659,642,1017
2011-03-11,Malaysia,1044,430,614
2011-03-12,Malaysia,1514,743,771
2011-03-13,Malaysia,1340,475,865
2011-03-14,Malaysia,593,179,414
2011-03-15,Malaysia,1348,610,738
2011-03-16,Malaysia,1529,702,827
2011-03-17,Malaysia,1227,539,688
2011-03-18,Malaysia,765,332,433
2011-03-19,Malaysia,1062,504,558
2011-03-20,Malaysia,2155,691,1464
2011-03-21,Malaysia,727,291,436
2011-03-22,Malaysia,1018,326,692
2011-03-23,Malaysia,1315,444,871
2011-03-24,Malaysia,1201,438,763
2011-03-25,Malaysia,1184,455,729
2011-03-26,Malaysia,1335,598,737
2011-03-27,Malaysia,2307,947,1360
2011-03-28,Malaysia,684,236,448
2011-03-29,Malaysia,851,367,484
2011-03-30,Malaysia,1230,500,730
2011-03-31,Malaysia,1270,530,740
2011-04-01,Malaysia,928,371,557
2011-04-02,Malaysia,835,381,454
2011-04-03,Malaysia,1524,568,956
2011-04-04,Malaysia,709,283,426
2011-04-05,Malaysia,1144,419,725
2011-04-06,Malaysia,1032,373,659
2011-04-07,Malaysia,1412,529,883
2011-04-08,Malaysia,690,260,430
2011-04-09,Malaysia,1275,578,697
2011-04-10,Malaysia,2141,557,1584
2011-04-11,Malaysia,907,224,683
2011-04-12,Malaysia,1218,445,773
2011-04-13,Malaysia,1476,523,953
2011-04-14,Malaysia,1040,397,643
2011-04-15,Malaysia,820,302,518
2011-04-16,Malaysia,1330,531,799
2011-04-17,Malaysia,1555,451,1104
2011-04-18,Malaysia,784,258,526
2011-04-19,Malaysia,860,330,530
2011-04-20,Malaysia,1029,425,604
2011-04-21,Malaysia,1032,462,570
2011-04-22,Malaysia,833,214,619
2011-04-23,Malaysia,1181,558,623
2011-04-24,Malaysia,2102,603,1499
2011-04-25,Malaysia,729,345,384
2011-04-26,Malaysia,979,397,582
2011-04-27,Malaysia,881,331,550
2011-04-28,Malaysia,1184,440,744
2011-04-29,Malaysia,535,129,406
2011-04-30,Malaysia,667,337,330
2011-05-01,Malaysia,2690,705,1985
2011-05-02,Malaysia,623,247,376
2011-05-03,Malaysia,621,215,406
2011-05-04,Malaysia,809,282,527
2011-05-05,Malaysia,741,305,436
2011-05-06,Malaysia,706,221,485
2011-05-07,Malaysia,1157,430,727
2011-05-08,Malaysia,1390,539,851
2011-05-09,Malaysia,655,230,425
2011-05-10,Malaysia,1021,389,632
2011-05-11,Malaysia,1070,462,608
2011-05-12,Malaysia,937,349,588
2011-05-13,Malaysia,578,217,361
2011-05-14,Malaysia,816,368,448
2011-05-15,Malaysia,1339,502,837
2011-05-16,Malaysia,610,155,455
2011-05-17,Malaysia,2136,649,1487
2011-05-18,Malaysia,1132,378,754
2011-05-19,Malaysia,1263,550,713
2011-05-20,Malaysia,729,178,551
2011-05-21,Malaysia,970,437,533
2011-05-22,Malaysia,1475,518,957
2011-05-23,Malaysia,659,272,387
2011-05-24,Malaysia,1027,345,682
2011-05-25,Malaysia,1238,513,725
2011-05-26,Malaysia,864,331,533
2011-05-27,Malaysia,849,440,409
2011-05-28,Malaysia,806,251,555
2011-05-29,Malaysia,1147,483,664
2011-05-30,Malaysia,544,175,369
2011-05-31,Malaysia,992,347,645
2011-06-01,Malaysia,847,328,519
2011-06-02,Malaysia,1413,422,991
2011-06-03,Malaysia,884,276,608
2011-06-04,Malaysia,1053,706,347
2011-06-05,Malaysia,920,294,626
2011-06-06,Malaysia,549,155,394
2011-06-07,Malaysia,854,280,574
2011-06-08,Malaysia,1004,380,624
2011-06-09,Malaysia,854,330,524
2011-06-10,Malaysia,723,290,433
2011-06-11,Malaysia,1158,470,688
2011-06-12,Malaysia,2353,697,1656
2011-06-13,Malaysia,593,219,374
2011-06-14,Malaysia,1712,674,1038
2011-06-15,Malaysia,1624,711,913
2011-06-16,Malaysia,1444,672,772
2011-06-17,Malaysia,800,267,533
2011-06-18,Malaysia,1215,430,785
2011-06-19,Malaysia,1444,634,810
2011-06-20,Malaysia,922,376,546
2011-06-21,Malaysia,1268,585,683
2011-06-22,Malaysia,2676,912,1764
2011-06-23,Malaysia,1207,429,778
2011-06-24,Malaysia,1055,456,599
2011-06-25,Malaysia,1748,874,874
2011-06-26,Malaysia,2176,737,1439
2011-06-27,Malaysia,786,293,493
2011-06-28,Malaysia,1513,583,930
2011-06-29,Malaysia,1048,451,597
2011-06-30,Malaysia,1367,656,711
2011-07-01,Malaysia,909,353,556
2011-07-02,Malaysia,968,448,520
2011-07-03,Malaysia,1437,461,976
2011-07-04,Malaysia,712,265,447
