date,state,daily,donations_new,donations_returning
2015-02-17,Malaysia,1502,513,989
2015-02-18,Malaysia,1754,730,1024
2015-02-19,Malaysia,389,140,249
2015-02-20,Malaysia,373,124,249
2015-02-21,Malaysia,970,337,633
2015-02-22,Malaysia,933,295,638
2015-02-23,Malaysia,1039,351,688
2015-02-24,Malaysia,1611,632,979
2015-02-25,Malaysia,1723,683,1040
2015-02-26,Malaysia,1846,868,978
2015-02-27,Malaysia,977,355,622
2015-02-28,Malaysia,1607,686,921
2015-03-01,Malaysia,1553,496,1057
2015-03-02,Malaysia,834,302,532
2015-03-03,Malaysia,1302,407,895
2015-03-04,Malaysia,1490,491,999
2015-03-05,Malaysia,1525,613,912
2015-03-06,Malaysia,817,280,537
2015-03-07,Malaysia,1718,701,1017
2015-03-08,Malaysia,2671,686,1985
2015-03-09,Malaysia,910,291,619
2015-03-10,Malaysia,1850,625,1225
2015-03-11,Malaysia,2148,801,1347
2015-03-12,Malaysia,1661,496,1165
2015-03-13,Malaysia,1306,361,945
2015-03-14,Malaysia,1465,524,941
2015-03-15,Malaysia,2811,685,2126
2015-03-16,Malaysia,871,243,628
2015-03-17,Malaysia,1400,535,865
2015-03-18,Malaysia,1622,597,1025
2015-03-19,Malaysia,1201,424,777
2015-03-20,Malaysia,834,246,588
2015-03-21,Malaysia,1218,429,789
2015-03-22,Malaysia,2780,797,1983
2015-03-23,Malaysia,860,288,572
2015-03-24,Malaysia,1535,533,1002
2015-03-25,Malaysia,2087,880,1207
2015-03-26,Malaysia,1549,515,1034
2015-03-27,Malaysia,850,278,572
2015-03-28,Malaysia,1686,663,1023
2015-03-29,Malaysia,1568,466,1102
2015-03-30,Malaysia,772,231,541
2015-03-31,Malaysia,1374,520,854
2015-04-01,Malaysia,1405,601,804
2015-04-02,Malaysia,1370,574,796
2015-04-03,Malaysia,1105,542,563
2015-04-04,Malaysia,1610,537,1073
2015-04-05,Malaysia,1514,474,1040
2015-04-06,Malaysia,1207,306,901
2015-04-07,Malaysia,1824,589,1235
2015-04-08,Malaysia,1714,563,1151
2015-04-09,Malaysia,1428,492,936
2015-04-10,Malaysia,1117,338,779
2015-04-11,Malaysia,1760,659,1101
2015-04-12,Malaysia,2149,544,1605
2015-04-13,Malaysia,1110,366,744
2015-04-14,Malaysia,1479,413,1066
2015-04-15,Malaysia,1546,491,1055
2015-04-16,Malaysia,1462,599,863
2015-04-17,Malaysia,907,251,656
2015-04-18,Malaysia,1601,620,981
2015-04-19,Malaysia,2812,746,2066
2015-04-20,Malaysia,1805,611,1194
2015-04-21,Malaysia,1851,630,1221
2015-04-22,Malaysia,1354,374,980
2015-04-23,Malaysia,1452,558,894
2015-04-24,Malaysia,1022,324,698
2015-04-25,Malaysia,1481,596,885
2015-04-26,Malaysia,2821,847,1974
2015-04-27,Malaysia,625,177,448
2015-04-28,Malaysia,1330,430,900
2015-04-29,Malaysia,1278,517,761
2015-04-30,Malaysia,1171,360,811
2015-05-01,Malaysia,3263,716,2547
2015-05-02,Malaysia,915,272,643
2015-05-03,Malaysia,2847,778,2069
2015-05-04,Malaysia,496,188,308
2015-05-05,Malaysia,1027,336,691
2015-05-06,Malaysia,1776,681,1095
2015-05-07,Malaysia,1232,460,772
2015-05-08,Malaysia,1172,510,662
2015-05-09,Malaysia,1171,394,777
2015-05-10,Malaysia,2835,764,2071
2015-05-11,Malaysia,829,283,546
2015-05-12,Malaysia,1495,475,1020
2015-05-13,Malaysia,1220,424,796
2015-05-14,Malaysia,1369,481,888
2015-05-15,Malaysia,935,241,694
2015-05-16,Malaysia,1516,619,897
2015-05-17,Malaysia,2311,609,1702
2015-05-18,Malaysia,780,224,556
2015-05-19,Malaysia,1213,397,816
2015-05-20,Malaysia,1189,368,821
2015-05-21,Malaysia,3444,1438,2006
2015-05-22,Malaysia,726,216,510
2015-05-23,Malaysia,1256,507,749
2015-05-24,Malaysia,2128,494,1634
2015-05-25,Malaysia,992,275,717
2015-05-26,Malaysia,1571,553,1018
2015-05-27,Malaysia,2038,946,1092
2015-05-28,Malaysia,1135,396,739
2015-05-29,Malaysia,1013,211,802
2015-05-30,Malaysia,1184,402,782
2015-05-31,Malaysia,1998,529,1469
2015-06-01,Malaysia,1116,305,811
2015-06-02,Malaysia,928,266,662
2015-06-03,Malaysia,1524,437,1087
2015-06-04,Malaysia,1323,426,897
2015-06-05,Malaysia,1203,354,849
2015-06-06,Malaysia,1234,507,727
2015-06-07,Malaysia,2159,529,1630
2015-06-08,Malaysia,1139,335,804
2015-06-09,Malaysia,1355,349,1006
2015-06-10,Malaysia,1736,511,1225
2015-06-11,Malaysia,2137,763,1374
2015-06-12,Malaysia,1793,550,1243
2015-06-13,Malaysia,2212,740,1472
2015-06-14,Malaysia,3806,1161,2645
2015-06-15,Malaysia,1501,410,1091
2015-06-16,Malaysia,2075,687,1388
2015-06-17,Malaysia,1602,461,1141
2015-06-18,Malaysia,195,64,131
2015-06-19,Malaysia,279,62,217
2015-06-20,Malaysia,741,206,535
2015-06-21,Malaysia,2347,535,1812
2015-06-22,Malaysia,399,143,256
2015-06-23,Malaysia,474,154,320
2015-06-24,Malaysia,760,322,438
2015-06-25,Malaysia,568,165,403
2015-06-26,Malaysia,716,174,542
2015-06-27,Malaysia,1520,579,941
2015-06-28,Malaysia,2317,583,1734
2015-06-29,Malaysia,653,287,366
2015-06-30,Malaysia,865,456,409
2015-07-01,Malaysia,1001,493,508
2015-07-02,Malaysia,1002,340,662
2015-07-03,Malaysia,789,421,368
2015-07-04,Malaysia,917,290,627
2015-07-05,Malaysia,3707,845,2862
2015-07-06,Malaysia,979,406,573
2015-07-07,Malaysia,1265,559,706
2015-07-08,Malaysia,1399,579,820
2015-07-09,Malaysia,1505,757,748
2015-07-10,Malaysia,1110,406,704
2015-07-11,Malaysia,1384,482,902
2015-07-12,Malaysia,2866,813,2053
2015-07-13,Malaysia,978,460,518
2015-07-14,Malaysia,1207,502,705
2015-07-15,Malaysia,657,144,513
2015-07-16,Malaysia,337,55,282
2015-07-17,Malaysia,13,2,11
2015-07-18,Malaysia,266,57,209
2015-07-19,Malaysia,997,338,659
2015-07-20,Malaysia,958,264,694
2015-07-21,Malaysia,1126,349,777
2015-07-22,Malaysia,1168,347,821
2015-07-23,Malaysia,1091,368,723
2015-07-24,Malaysia,1305,366,939
2015-07-25,Malaysia,1849,662,1187
2015-07-26,Malaysia,2839,796,2043
2015-07-27,Malaysia,1285,486,799
2015-07-28,Malaysia,2124,849,1275
2015-07-29,Malaysia,2204,960,1244
2015-07-30,Malaysia,1429,576,853
2015-07-31,Malaysia,685,185,500
2015-08-01,Malaysia,1429,561,868
2015-08-02,Malaysia,2588,680,1908
2015-08-03,Malaysia,1316,455,861
2015-08-04,Malaysia,1641,686,955
2015-08-05,Malaysia,1898,798,1100
2015-08-06,Malaysia,1505,720,785
2015-08-07,Malaysia,891,223,668
2015-08-08,Malaysia,1441,552,889
2015-08-09,Malaysia,2692,736,1956
2015-08-10,Malaysia,937,312,625
2015-08-11,Malaysia,1341,542,799
2015-08-12,Malaysia,4359,2639,1720
2015-08-13,Malaysia,1569,598,971
2015-08-14,Malaysia,1024,355,669
2015-08-15,Malaysia,1131,378,753
2015-08-16,Malaysia,3215,903,2312
2015-08-17,Malaysia,836,221,615
2015-08-18,Malaysia,1493,561,932
2015-08-19,Malaysia,2521,956,1565
2015-08-20,Malaysia,1726,713,1013
2015-08-21,Malaysia,1005,267,738
2015-08-22,Malaysia,1747,704,1043
2015-08-23,Malaysia,2587,790,1797
2015-08-24,Malaysia,1043,341,702
2015-08-25,Malaysia,1522,609,913
2015-08-26,Malaysia,2017,916,1101
2015-08-27,Malaysia,1759,857,902
2015-08-28,Malaysia,947,225,722
2015-08-29,Malaysia,981,288,693
2015-08-30,Malaysia,2290,818,1472
2015-08-31,Malaysia,1517,475,1042
2015-09-01,Malaysia,580,183,397
2015-09-02,Malaysia,1360,544,816
2015-09-03,Malaysia,1227,431,796
2015-09-04,Malaysia,1025,417,608
2015-09-05,Malaysia,2911,832,2079
2015-09-06,Malaysia,2454,651,1803
2015-09-07,Malaysia,1226,541,685
2015-09-08,Malaysia,1324,492,832
2015-09-09,Malaysia,1617,597,1020
2015-09-10,Malaysia,1515,500,1015
2015-09-11,Malaysia,992,422,570
2015-09-12,Malaysia,1557,621,936
2015-09-13,Malaysia,2928,862,2066
2015-09-14,Malaysia,1083,399,684
2015-09-15,Malaysia,1699,673,1026
2015-09-16,Malaysia,1939,721,1218
2015-09-17,Malaysia,1335,522,813
2015-09-18,Malaysia,1248,369,879
2015-09-19,Malaysia,1588,550,1038
2015-09-20,Malaysia,2630,676,1954
2015-09-21,Malaysia,1139,408,731
2015-09-22,Malaysia,1089,318,771
2015-09-23,Malaysia,782,186,596
2015-09-24,Malaysia,176,53,123
2015-09-25,Malaysia,602,148,454
2015-09-26,Malaysia,805,265,540
2015-09-27,Malaysia,1673,442,1231
2015-09-28,Malaysia,673,208,465
2015-09-29,Malaysia,1372,561,811
2015-09-30,Malaysia,1563,480,1083
2015-10-01,Malaysia,1142,414,728
2015-10-02,Malaysia,738,249,489
2015-10-03,Malaysia,1324,467,857
2015-10-04,Malaysia,2630,645,1985
2015-10-05,Malaysia,1300,356,944
2015-10-06,Malaysia,1091,304,787
2015-10-07,Malaysia,1427,545,882
2015-10-08,Malaysia,1811,663,1148
2015-10-09,Malaysia,846,260,586
2015-10-10,Malaysia,1333,562,771
2015-10-11,Malaysia,2151,545,1606
2015-10-12,Malaysia,1528,536,992
2015-10-13,Malaysia,1243,366,877
2015-10-14,Malaysia,1116,371,745
2015-10-15,Malaysia,1153,334,819
2015-10-16,Malaysia,945,298,647
2015-10-17,Malaysia,1117,359,758
2015-10-18,Malaysia,2254,683,1571
2015-10-19,Malaysia,867,276,591
2015-10-20,Malaysia,1656,677,979
2015-10-21,Malaysia,1561,581,980
2015-10-22,Malaysia,1640,546,1094
2015-10-23,Malaysia,861,220,641
2015-10-24,Malaysia,1741,932,809
2015-10-25,Malaysia,1793,459,1334
2015-10-26,Malaysia,1187,362,825
2015-10-27,Malaysia,1542,471,1071
2015-10-28,Malaysia,1692,571,1121
2015-10-29,Malaysia,1721,580,1141
2015-10-30,Malaysia,1187,393,794
2015-10-31,Malaysia,2615,892,1723
2015-11-01,Malaysia,2989,846,2143
2015-11-02,Malaysia,1164,337,827
2015-11-03,Malaysia,1703,529,1174
2015-11-04,Malaysia,1677,619,1058
2015-11-05,Malaysia,1770,611,1159
2015-11-06,Malaysia,604,162,442
2015-11-07,Malaysia,962,307,655
2015-11-08,Malaysia,2417,624,1793
2015-11-09,Malaysia,762,209,553
2015-11-10,Malaysia,1406,341,1065
2015-11-11,Malaysia,1136,398,738
2015-11-12,Malaysia,1599,502,1097
2015-11-13,Malaysia,891,254,637
2015-11-14,Malaysia,1056,315,741
2015-11-15,Malaysia,2084,547,1537
2015-11-16,Malaysia,983,231,752
2015-11-17,Malaysia,1845,567,1278
2015-11-18,Malaysia,1321,416,905
2015-11-19,Malaysia,1699,571,1128
2015-11-20,Malaysia,1191,411,780
2015-11-21,Malaysia,1254,509,745
2015-11-22,Malaysia,2378,541,1837
2015-11-23,Malaysia,1246,420,826
2015-11-24,Malaysia,1666,503,1163
2015-11-25,Malaysia,1797,584,1213
2015-11-26,Malaysia,1408,497,911
2015-11-27,Malaysia,969,247,722
2015-11-28,Malaysia,1269,458,811
2015-11-29,Malaysia,2492,774,1718
2015-11-30,Malaysia,998,280,718
2015-12-01,Malaysia,1430,496,934
2015-12-02,Malaysia,1622,549,1073
2015-12-03,Malaysia,1696,601,1095
2015-12-04,Malaysia,954,338,616
2015-12-05,Malaysia,1667,638,1029
2015-12-06,Malaysia,2357,518,1839
2015-12-07,Malaysia,1125,366,759
2015-12-08,Malaysia,1893,732,1161
2015-12-09,Malaysia,1771,663,1108
2015-12-10,Malaysia,1578,622,956
2015-12-11,Malaysia,875,218,657
2015-12-12,Malaysia,1336,474,862
2015-12-13,Malaysia,2418,672,1746
2015-12-14,Malaysia,805,220,585
2015-12-15,Malaysia,1580,455,1125
2015-12-16,Malaysia,1522,518,1004
2015-12-17,Malaysia,1695,696,999
2015-12-18,Malaysia,1067,289,778
2015-12-19,Malaysia,1414,717,697
2015-12-20,Malaysia,2458,573,1885
2015-12-21,Malaysia,694,140,554
2015-12-22,Malaysia,1316,339,977
2015-12-23,Malaysia,1082,379,703
2015-12-24,Malaysia,648,170,478
2015-12-25,Malaysia,976,265,711
2015-12-26,Malaysia,943,243,700
2015-12-27,Malaysia,1936,499,1437
2015-12-28,Malaysia,868,227,641
2015-12-29,Malaysia,1104,282,822
2015-12-30,Malaysia,1048,304,744
2015-12-31,Malaysia,1061,257,804
2016-01-01,Malaysia,1376,342,1034
2016-01-02,Malaysia,1057,335,722
2016-01-03,Malaysia,1760,461,1299
2016-01-04,Malaysia,831,188,643
2016-01-05,Malaysia,1127,345,782
2016-01-06,Malaysia,1289,437,852
2016-01-07,Malaysia,1099,426,673
2016-01-08,Malaysia,538,135,403
2016-01-09,Malaysia,1198,335,863
2016-01-10,Malaysia,2912,709,2203
2016-01-11,Malaysia,1022,273,749
2016-01-12,Malaysia,1543,475,1068
2016-01-13,Malaysia,1363,512,851
2016-01-14,Malaysia,1317,484,833
2016-01-15,Malaysia,749,253,496
2016-01-16,Malaysia,1181,425,756
2016-01-17,Malaysia,2332,588,1744
2016-01-18,Malaysia,1101,286,815
2016-01-19,Malaysia,2069,677,1392
2016-01-20,Malaysia,2080,780,1300
2016-01-21,Malaysia,1832,697,1135
2016-01-22,Malaysia,1433,488,945
2016-01-23,Malaysia,1024,263,761
2016-01-24,Malaysia,3335,1064,2271
2016-01-25,Malaysia,555,138,417
2016-01-26,Malaysia,1144,427,717
2016-01-27,Malaysia,1588,623,965
2016-01-28,Malaysia,2201,947,1254
2016-01-29,Malaysia,990,261,729
2016-01-30,Malaysia,1187,412,775
2016-01-31,Malaysia,1585,426,1159
2016-02-01,Malaysia,1007,394,613
2016-02-02,Malaysia,1470,621,849
2016-02-03,Malaysia,1913,665,1248
2016-02-04,Malaysia,1744,616,1128
2016-02-05,Malaysia,780,216,564
2016-02-06,Malaysia,1110,336,774
2016-02-07,Malaysia,851,250,601
2016-02-08,Malaysia,341,117,224
2016-02-09,Malaysia,691,205,486
2016-02-10,Malaysia,1179,330,849
2016-02-11,Malaysia,1433,512,921
2016-02-12,Malaysia,1035,306,729
2016-02-13,Malaysia,1371,483,888
2016-02-14,Malaysia,1477,408,1069
2016-02-15,Malaysia,892,262,630
2016-02-16,Malaysia,1627,542,1085
2016-02-17,Malaysia,1888,759,1129
2016-02-18,Malaysia,2167,909,1258
2016-02-19,Malaysia,938,282,656
2016-02-20,Malaysia,1371,444,927
2016-02-21,Malaysia,2093,568,1525
2016-02-22,Malaysia,1364,566,798
2016-02-23,Malaysia,1824,723,1101
2016-02-24,Malaysia,2162,722,1440
2016-02-25,Malaysia,1694,576,1118
2016-02-26,Malaysia,1264,390,874
2016-02-27,Malaysia,1460,699,761
2016-02-28,Malaysia,1972,541,1431
2016-02-29,Malaysia,1194,427,767
2016-03-01,Malaysia,1264,397,867
2016-03-02,Malaysia,1528,596,932
2016-03-03,Malaysia,1287,403,884
2016-03-04,Malaysia,584,136,448
2016-03-05,Malaysia,1274,486,788
2016-03-06,Malaysia,2310,545,1765
2016-03-07,Malaysia,930,286,644
2016-03-08,Malaysia,1588,625,963
2016-03-09,Malaysia,2083,764,1319
2016-03-10,Malaysia,1782,629,1153
2016-03-11,Malaysia,940,328,612
2016-03-12,Malaysia,1283,383,900
2016-03-13,Malaysia,2924,671,2253
2016-03-14,Malaysia,1410,400,1010
2016-03-15,Malaysia,1776,621,1155
2016-03-16,Malaysia,2016,664,1352
2016-03-17,Malaysia,1785,560,1225
2016-03-18,Malaysia,1394,463,931
2016-03-19,Malaysia,2008,649,1359
2016-03-20,Malaysia,2843,603,2240
2016-03-21,Malaysia,966,316,650
2016-03-22,Malaysia,1464,429,1035
2016-03-23,Malaysia,1470,510,960
2016-03-24,Malaysia,1447,457,990
2016-03-25,Malaysia,861,219,642
2016-03-26,Malaysia,1914,731,1183
2016-03-27,Malaysia,1859,476,1383
2016-03-28,Malaysia,1403,523,880
2016-03-29,Malaysia,1740,652,1088
2016-03-30,Malaysia,1754,703,1051
2016-03-31,Malaysia,2028,765,1263
2016-04-01,Malaysia,526,130,396
2016-04-02,Malaysia,2301,1278,1023
2016-04-03,Malaysia,1904,555,1349
2016-04-04,Malaysia,965,264,701
2016-04-05,Malaysia,1722,666,1056
2016-04-06,Malaysia,2319,803,1516
2016-04-07,Malaysia,1738,620,1118
2016-04-08,Malaysia,1214,391,823
2016-04-09,Malaysia,1291,432,859
2016-04-10,Malaysia,2245,485,1760
2016-04-11,Malaysia,805,259,546
2016-04-12,Malaysia,1555,594,961
2016-04-13,Malaysia,1774,593,1181
2016-04-14,Malaysia,1630,474,1156
2016-04-15,Malaysia,982,262,720
2016-04-16,Malaysia,1721,649,1072
2016-04-17,Malaysia,3052,683,2369
2016-04-18,Malaysia,1151,354,797
2016-04-19,Malaysia,1468,484,984
2016-04-20,Malaysia,1590,556,1034
2016-04-21,Malaysia,1782,726,1056
2016-04-22,Malaysia,1136,268,868
2016-04-23,Malaysia,1689,638,1051
2016-04-24,Malaysia,2624,644,1980
2016-04-25,Malaysia,1123,448,675
2016-04-26,Malaysia,1269,472,797
2016-04-27,Malaysia,1776,626,1150
2016-04-28,Malaysia,1860,674,1186
2016-04-29,Malaysia,648,224,424
2016-04-30,Malaysia,1076,365,711
2016-05-01,Malaysia,3960,985,2975
2016-05-02,Malaysia,829,286,543
2016-05-03,Malaysia,787,233,554
2016-05-04,Malaysia,1458,458,1000
2016-05-05,Malaysia,1560,658,902
2016-05-06,Malaysia,955,286,669
2016-05-07,Malaysia,1532,535,997
2016-05-08,Malaysia,2736,758,1978
2016-05-09,Malaysia,1068,418,650
2016-05-10,Malaysia,1536,465,1071
2016-05-11,Malaysia,1775,645,1130
2016-05-12,Malaysia,2128,723,1405
2016-05-13,Malaysia,1036,321,715
2016-05-14,Malaysia,1514,515,999
2016-05-15,Malaysia,2773,710,2063
2016-05-16,Malaysia,1038,315,723
2016-05-17,Malaysia,1765,595,1170
2016-05-18,Malaysia,2026,643,1383
2016-05-19,Malaysia,1172,376,796
2016-05-20,Malaysia,1475,456,1019
2016-05-21,Malaysia,3102,849,2253
2016-05-22,Malaysia,2094,564,1530
2016-05-23,Malaysia,1533,485,1048
2016-05-24,Malaysia,1971,539,1432
2016-05-25,Malaysia,2174,836,1338
2016-05-26,Malaysia,1969,648,1321
2016-05-27,Malaysia,1440,411,1029
2016-05-28,Malaysia,1293,499,794
2016-05-29,Malaysia,2262,540,1722
2016-05-30,Malaysia,1249,427,822
2016-05-31,Malaysia,1652,477,1175
2016-06-01,Malaysia,1705,454,1251
2016-06-02,Malaysia,1717,546,1171
2016-06-03,Malaysia,1599,372,1227
2016-06-04,Malaysia,2670,780,1890
2016-06-05,Malaysia,2497,682,1815
2016-06-06,Malaysia,229,39,190
2016-06-07,Malaysia,354,91,263
2016-06-08,Malaysia,679,216,463
2016-06-09,Malaysia,856,281,575
2016-06-10,Malaysia,787,215,572
2016-06-11,Malaysia,659,237,422
2016-06-12,Malaysia,2917,604,2313
2016-06-13,Malaysia,486,141,345
2016-06-14,Malaysia,807,271,536
2016-06-15,Malaysia,1107,459,648
2016-06-16,Malaysia,864,329,535
2016-06-17,Malaysia,706,174,532
2016-06-18,Malaysia,1060,336,724
2016-06-19,Malaysia,1951,428,1523
2016-06-20,Malaysia,1083,394,689
2016-06-21,Malaysia,1343,484,859
2016-06-22,Malaysia,593,195,398
2016-06-23,Malaysia,1440,672,768
2016-06-24,Malaysia,1379,534,845
2016-06-25,Malaysia,1636,664,972
2016-06-26,Malaysia,2780,649,2131
2016-06-27,Malaysia,580,187,393
2016-06-28,Malaysia,1081,524,557
2016-06-29,Malaysia,1185,595,590
2016-06-30,Malaysia,1003,368,635
2016-07-01,Malaysia,866,292,574
2016-07-02,Malaysia,825,264,561
2016-07-03,Malaysia,2733,616,2117
2016-07-04,Malaysia,644,204,440
2016-07-05,Malaysia,329,55,274
2016-07-06,Malaysia,5,1,4
2016-07-07,Malaysia,109,10,99
2016-07-08,Malaysia,432,112,320
2016-07-09,Malaysia,858,272,586
2016-07-10,Malaysia,2344,601,1743
2016-07-11,Malaysia,834,165,669
2016-07-12,Malaysia,1310,429,881
2016-07-13,Malaysia,1506,470,1036
2016-07-14,Malaysia,1264,476,788
2016-07-15,Malaysia,914,248,666
2016-07-16,Malaysia,1946,706,1240
2016-07-17,Malaysia,3203,831,2372
2016-07-18,Malaysia,769,154,615
2016-07-19,Malaysia,1281,413,868
2016-07-20,Malaysia,1778,721,1057
2016-07-21,Malaysia,2046,919,1127
2016-07-22,Malaysia,939,242,697
2016-07-23,Malaysia,1662,620,1042
2016-07-24,Malaysia,2569,757,1812
2016-07-25,Malaysia,1014,336,678
2016-07-26,Malaysia,1450,566,884
2016-07-27,Malaysia,2158,911,1247
2016-07-28,Malaysia,1601,588,1013
2016-07-29,Malaysia,875,235,640
2016-07-30,Malaysia,1414,495,919
2016-07-31,Malaysia,2412,662,1750
2016-08-01,Malaysia,725,204,521
2016-08-02,Malaysia,1445,597,848
2016-08-03,Malaysia,1746,682,1064
2016-08-04,Malaysia,1478,595,883
2016-08-05,Malaysia,1119,386,733
2016-08-06,Malaysia,2728,853,1875
2016-08-07,Malaysia,2931,817,2114
2016-08-08,Malaysia,692,198,494
2016-08-09,Malaysia,1986,784,1202
2016-08-10,Malaysia,1823,671,1152
2016-08-11,Malaysia,1578,604,974
2016-08-12,Malaysia,1318,354,964
2016-08-13,Malaysia,1950,679,1271
2016-08-14,Malaysia,2611,706,1905
2016-08-15,Malaysia,1372,506,866
2016-08-16,Malaysia,2369,1004,1365
2016-08-17,Malaysia,1510,546,964
2016-08-18,Malaysia,1475,507,968
2016-08-19,Malaysia,1152,412,740
2016-08-20,Malaysia,1732,599,1133
2016-08-21,Malaysia,2572,677,1895
2016-08-22,Malaysia,1028,349,679
2016-08-23,Malaysia,1475,513,962
2016-08-24,Malaysia,1844,625,1219
2016-08-25,Malaysia,2143,805,1338
2016-08-26,Malaysia,1342,360,982
2016-08-27,Malaysia,1544,544,1000
2016-08-28,Malaysia,2560,671,1889
2016-08-29,Malaysia,1402,467,935
2016-08-30,Malaysia,1776,747,1029
2016-08-31,Malaysia,1704,483,1221
2016-09-01,Malaysia,1500,596,904
2016-09-02,Malaysia,1094,534,560
2016-09-03,Malaysia,1799,752,1047
2016-09-04,Malaysia,2790,653,2137
2016-09-05,Malaysia,822,202,620
2016-09-06,Malaysia,1673,590,1083
2016-09-07,Malaysia,1963,780,1183
2016-09-08,Malaysia,1334,519,815
2016-09-09,Malaysia,910,310,600
2016-09-10,Malaysia,1087,339,748
2016-09-11,Malaysia,2017,477,1540
2016-09-12,Malaysia,187,47,140
2016-09-13,Malaysia,457,91,366
2016-09-14,Malaysia,926,244,682
2016-09-15,Malaysia,1084,264,820
2016-09-16,Malaysia,1901,670,1231
2016-09-17,Malaysia,1017,312,705
2016-09-18,Malaysia,2503,666,1837
2016-09-19,Malaysia,1069,325,744
2016-09-20,Malaysia,1716,579,1137
2016-09-21,Malaysia,1503,478,1025
2016-09-22,Malaysia,1432,433,999
2016-09-23,Malaysia,1129,268,861
2016-09-24,Malaysia,1356,512,844
2016-09-25,Malaysia,2348,664,1684
2016-09-26,Malaysia,1263,435,828
2016-09-27,Malaysia,2004,631,1373
2016-09-28,Malaysia,2053,748,1305
2016-09-29,Malaysia,1578,625,953
2016-09-30,Malaysia,1067,356,711
2016-10-01,Malaysia,1053,365,688
2016-10-02,Malaysia,2147,500,1647
2016-10-03,Malaysia,474,141,333
2016-10-04,Malaysia,2046,723,1323
2016-10-05,Malaysia,1444,548,896
2016-10-06,Malaysia,1077,362,715
2016-10-07,Malaysia,751,246,505
2016-10-08,Malaysia,1600,600,1000
2016-10-09,Malaysia,2574,743,1831
2016-10-10,Malaysia,907,221,686
2016-10-11,Malaysia,1382,391,991
2016-10-12,Malaysia,1898,663,1235
2016-10-13,Malaysia,1493,478,1015
2016-10-14,Malaysia,1157,322,835
2016-10-15,Malaysia,1018,357,661
2016-10-16,Malaysia,2379,626,1753
2016-10-17,Malaysia,867,238,629
2016-10-18,Malaysia,1489,470,1019
2016-10-19,Malaysia,1674,620,1054
2016-10-20,Malaysia,1653,569,1084
2016-10-21,Malaysia,1186,329,857
2016-10-22,Malaysia,1173,387,786
2016-10-23,Malaysia,2396,579,1817
2016-10-24,Malaysia,764,207,557
2016-10-25,Malaysia,1001,259,742
2016-10-26,Malaysia,1552,505,1047
2016-10-27,Malaysia,879,292,587
2016-10-28,Malaysia,630,168,462
2016-10-29,Malaysia,1266,391,875
2016-10-30,Malaysia,1556,459,1097
2016-10-31,Malaysia,512,147,365
2016-11-01,Malaysia,970,221,749
2016-11-02,Malaysia,1282,510,772
2016-11-03,Malaysia,1249,381,868
2016-11-04,Malaysia,665,173,492
2016-11-05,Malaysia,1387,470,917
2016-11-06,Malaysia,1985,436,1549
2016-11-07,Malaysia,1058,277,781
2016-11-08,Malaysia,1302,398,904
2016-11-09,Malaysia,1867,575,1292
2016-11-10,Malaysia,1310,393,917
2016-11-11,Malaysia,1347,497,850
2016-11-12,Malaysia,1222,424,798
2016-11-13,Malaysia,1999,542,1457
2016-11-14,Malaysia,727,182,545
2016-11-15,Malaysia,1376,427,949
2016-11-16,Malaysia,1391,392,999
2016-11-17,Malaysia,1565,487,1078
2016-11-18,Malaysia,1246,349,897
2016-11-19,Malaysia,2273,653,1620
2016-11-20,Malaysia,2308,536,1772
2016-11-21,Malaysia,864,236,628
2016-11-22,Malaysia,1329,363,966
2016-11-23,Malaysia,1736,465,1271
2016-11-24,Malaysia,1659,520,1139
2016-11-25,Malaysia,1264,303,961
2016-11-26,Malaysia,1144,348,796
2016-11-27,Malaysia,2165,639,1526
2016-11-28,Malaysia,666,146,520
2016-11-29,Malaysia,931,294,637
2016-11-30,Malaysia,1279,363,916
2016-12-01,Malaysia,1435,433,1002
2016-12-02,Malaysia,804,206,598
