date,state,daily,donations_new,donations_returning
2020-07-03,Malaysia,672,101,571
2020-07-04,Malaysia,1802,442,1360
2020-07-05,Malaysia,2422,459,1963
2020-07-06,Malaysia,1032,380,652
2020-07-07,Malaysia,903,208,695
2020-07-08,Malaysia,1079,244,835
2020-07-09,Malaysia,1222,333,889
2020-07-10,Malaysia,735,165,570
2020-07-11,Malaysia,1636,363,1273
2020-07-12,Malaysia,2543,587,1956
2020-07-13,Malaysia,970,252,718
2020-07-14,Malaysia,1193,287,906
2020-07-15,Malaysia,1500,325,1175
2020-07-16,Malaysia,947,187,760
2020-07-17,Malaysia,838,178,660
2020-07-18,Malaysia,1904,415,1489
2020-07-19,Malaysia,2626,568,2058
2020-07-20,Malaysia,847,207,640
2020-07-21,Malaysia,1002,234,768
2020-07-22,Malaysia,1541,290,1251
2020-07-23,Malaysia,1441,437,1004
2020-07-24,Malaysia,908,192,716
2020-07-25,Malaysia,1532,337,1195
2020-07-26,Malaysia,2370,482,1888
2020-07-27,Malaysia,628,130,498
2020-07-28,Malaysia,944,249,695
2020-07-29,Malaysia,1082,233,849
2020-07-30,Malaysia,891,163,728
2020-07-31,Malaysia,314,74,240
2020-08-01,Malaysia,656,150,506
2020-08-02,Malaysia,1310,284,1026
2020-08-03,Malaysia,867,157,710
2020-08-04,Malaysia,1124,276,848
2020-08-05,Malaysia,1347,328,1019
2020-08-06,Malaysia,1449,378,1071
2020-08-07,Malaysia,1014,222,792
2020-08-08,Malaysia,2743,730,2013
2020-08-09,Malaysia,3452,820,2632
2020-08-10,Malaysia,1113,236,877
2020-08-11,Malaysia,1581,388,1193
2020-08-12,Malaysia,1639,392,1247
2020-08-13,Malaysia,1448,351,1097
2020-08-14,Malaysia,1304,400,904
2020-08-15,Malaysia,2406,757,1649
2020-08-16,Malaysia,3021,635,2386
2020-08-17,Malaysia,921,220,701
2020-08-18,Malaysia,1220,341,879
2020-08-19,Malaysia,1736,547,1189
2020-08-20,Malaysia,1439,344,1095
2020-08-21,Malaysia,974,190,784
2020-08-22,Malaysia,1778,387,1391
2020-08-23,Malaysia,2855,618,2237
2020-08-24,Malaysia,964,260,704
2020-08-25,Malaysia,1402,443,959
2020-08-26,Malaysia,1607,510,1097
2020-08-27,Malaysia,1370,332,1038
2020-08-28,Malaysia,782,163,619
2020-08-29,Malaysia,1691,379,1312
2020-08-30,Malaysia,2576,593,1983
2020-08-31,Malaysia,2973,658,2315
2020-09-01,Malaysia,992,266,726
2020-09-02,Malaysia,1205,294,911
2020-09-03,Malaysia,962,193,769
2020-09-04,Malaysia,625,106,519
2020-09-05,Malaysia,1502,390,1112
2020-09-06,Malaysia,2736,572,2164
2020-09-07,Malaysia,834,191,643
2020-09-08,Malaysia,1102,307,795
2020-09-09,Malaysia,1082,305,777
2020-09-10,Malaysia,963,247,716
2020-09-11,Malaysia,875,171,704
2020-09-12,Malaysia,1458,350,1108
2020-09-13,Malaysia,2589,462,2127
2020-09-14,Malaysia,892,243,649
2020-09-15,Malaysia,841,142,699
2020-09-16,Malaysia,2379,483,1896
2020-09-17,Malaysia,757,119,638
2020-09-18,Malaysia,697,137,560
2020-09-19,Malaysia,1794,384,1410
2020-09-20,Malaysia,2437,425,2012
2020-09-21,Malaysia,697,97,600
2020-09-22,Malaysia,1077,259,818
2020-09-23,Malaysia,1164,252,912
2020-09-24,Malaysia,1176,284,892
2020-09-25,Malaysia,613,97,516
2020-09-26,Malaysia,1529,344,1185
2020-09-27,Malaysia,2704,475,2229
2020-09-28,Malaysia,779,155,624
2020-09-29,Malaysia,1269,287,982
2020-09-30,Malaysia,1269,368,901
2020-10-01,Malaysia,1246,254,992
2020-10-02,Malaysia,663,150,513
2020-10-03,Malaysia,1495,314,1181
2020-10-04,Malaysia,2333,442,1891
2020-10-05,Malaysia,774,129,645
2020-10-06,Malaysia,893,189,704
2020-10-07,Malaysia,795,197,598
2020-10-08,Malaysia,928,240,688
2020-10-09,Malaysia,666,101,565
2020-10-10,Malaysia,1619,341,1278
2020-10-11,Malaysia,2528,462,2066
2020-10-12,Malaysia,655,80,575
2020-10-13,Malaysia,1044,217,827
2020-10-14,Malaysia,1175,303,872
2020-10-15,Malaysia,1000,234,766
2020-10-16,Malaysia,1565,333,1232
2020-10-17,Malaysia,2426,512,1914
2020-10-18,Malaysia,3076,562,2514
2020-10-19,Malaysia,1007,184,823
2020-10-20,Malaysia,1020,183,837
2020-10-21,Malaysia,1341,301,1040
2020-10-22,Malaysia,1220,303,917
2020-10-23,Malaysia,1239,273,966
2020-10-24,Malaysia,2157,480,1677
2020-10-25,Malaysia,2965,583,2382
2020-10-26,Malaysia,756,128,628
2020-10-27,Malaysia,1077,239,838
2020-10-28,Malaysia,1193,282,911
2020-10-29,Malaysia,1631,356,1275
2020-10-30,Malaysia,1138,193,945
2020-10-31,Malaysia,1768,380,1388
2020-11-01,Malaysia,2411,450,1961
2020-11-02,Malaysia,669,122,547
2020-11-03,Malaysia,879,185,694
2020-11-04,Malaysia,1064,225,839
2020-11-05,Malaysia,1060,229,831
2020-11-06,Malaysia,886,129,757
2020-11-07,Malaysia,2083,475,1608
2020-11-08,Malaysia,2201,383,1818
2020-11-09,Malaysia,732,168,564
2020-11-10,Malaysia,1100,301,799
2020-11-11,Malaysia,1008,193,815
2020-11-12,Malaysia,1112,229,883
2020-11-13,Malaysia,1049,174,875
2020-11-14,Malaysia,2898,719,2179
2020-11-15,Malaysia,2726,600,2126
2020-11-16,Malaysia,745,115,630
2020-11-17,Malaysia,890,168,722
2020-11-18,Malaysia,1147,251,896
2020-11-19,Malaysia,1159,253,906
2020-11-20,Malaysia,879,140,739
2020-11-21,Malaysia,2101,649,1452
2020-11-22,Malaysia,2915,540,2375
2020-11-23,Malaysia,749,128,621
2020-11-24,Malaysia,976,197,779
2020-11-25,Malaysia,1011,264,747
2020-11-26,Malaysia,1052,218,834
2020-11-27,Malaysia,703,105,598
2020-11-28,Malaysia,1738,371,1367
2020-11-29,Malaysia,2908,548,2360
2020-11-30,Malaysia,894,177,717
2020-12-01,Malaysia,927,181,746
2020-12-02,Malaysia,990,229,761
2020-12-03,Malaysia,985,232,753
2020-12-04,Malaysia,731,109,622
2020-12-05,Malaysia,1648,350,1298
2020-12-06,Malaysia,3004,541,2463
2020-12-07,Malaysia,561,60,501
2020-12-08,Malaysia,816,130,686
2020-12-09,Malaysia,1166,252,914
2020-12-10,Malaysia,921,191,730
2020-12-11,Malaysia,983,148,835
2020-12-12,Malaysia,1798,418,1380
2020-12-13,Malaysia,2692,476,2216
2020-12-14,Malaysia,628,94,534
2020-12-15,Malaysia,1021,203,818
2020-12-16,Malaysia,1039,271,768
2020-12-17,Malaysia,1090,260,830
2020-12-18,Malaysia,973,145,828
2020-12-19,Malaysia,1655,299,1356
2020-12-20,Malaysia,2768,433,2335
2020-12-21,Malaysia,796,120,676
2020-12-22,Malaysia,1000,183,817
2020-12-23,Malaysia,1340,322,1018
2020-12-24,Malaysia,1230,208,1022
2020-12-25,Malaysia,1120,225,895
2020-12-26,Malaysia,1566,322,1244
2020-12-27,Malaysia,2237,354,1883
2020-12-28,Malaysia,762,112,650
2020-12-29,Malaysia,903,158,745
2020-12-30,Malaysia,1276,233,1043
2020-12-31,Malaysia,1156,166,990
2021-01-01,Malaysia,1316,231,1085
2021-01-02,Malaysia,1375,249,1126
2021-01-03,Malaysia,2139,412,1727
2021-01-04,Malaysia,532,93,439
2021-01-05,Malaysia,708,96,612
2021-01-06,Malaysia,908,182,726
2021-01-07,Malaysia,979,163,816
2021-01-08,Malaysia,746,96,650
2021-01-09,Malaysia,1563,353,1210
2021-01-10,Malaysia,1897,348,1549
2021-01-11,Malaysia,659,87,572
2021-01-12,Malaysia,1069,342,727
2021-01-13,Malaysia,1375,771,604
2021-01-14,Malaysia,729,123,606
2021-01-15,Malaysia,939,190,749
2021-01-16,Malaysia,2042,518,1524
2021-01-17,Malaysia,2576,637,1939
2021-01-18,Malaysia,744,120,624
2021-01-19,Malaysia,796,125,671
2021-01-20,Malaysia,1119,287,832
2021-01-21,Malaysia,1070,231,839
2021-01-22,Malaysia,1022,174,848
2021-01-23,Malaysia,2179,462,1717
2021-01-24,Malaysia,2865,546,2319
2021-01-25,Malaysia,1194,212,982
2021-01-26,Malaysia,1236,237,999
2021-01-27,Malaysia,1081,186,895
2021-01-28,Malaysia,1824,398,1426
2021-01-29,Malaysia,1056,187,869
2021-01-30,Malaysia,2152,492,1660
2021-01-31,Malaysia,2511,526,1985
2021-02-01,Malaysia,1068,197,871
2021-02-02,Malaysia,1095,201,894
2021-02-03,Malaysia,1406,371,1035
2021-02-04,Malaysia,1129,250,879
2021-02-05,Malaysia,845,150,695
2021-02-06,Malaysia,2044,527,1517
2021-02-07,Malaysia,2527,546,1981
2021-02-08,Malaysia,888,139,749
2021-02-09,Malaysia,1247,294,953
2021-02-10,Malaysia,1492,343,1149
2021-02-11,Malaysia,1263,265,998
2021-02-12,Malaysia,1211,227,984
2021-02-13,Malaysia,2170,532,1638
2021-02-14,Malaysia,2362,500,1862
2021-02-15,Malaysia,1024,170,854
2021-02-16,Malaysia,1100,268,832
2021-02-17,Malaysia,1135,219,916
2021-02-18,Malaysia,1294,242,1052
2021-02-19,Malaysia,799,146,653
2021-02-20,Malaysia,2017,390,1627
2021-02-21,Malaysia,2483,444,2039
2021-02-22,Malaysia,881,117,764
2021-02-23,Malaysia,1234,255,979
2021-02-24,Malaysia,1038,227,811
2021-02-25,Malaysia,1279,260,1019
2021-02-26,Malaysia,1052,194,858
2021-02-27,Malaysia,2147,510,1637
2021-02-28,Malaysia,3245,580,2665
2021-03-01,Malaysia,755,110,645
2021-03-02,Malaysia,1195,247,948
2021-03-03,Malaysia,1233,228,1005
2021-03-04,Malaysia,1921,627,1294
2021-03-05,Malaysia,977,218,759
2021-03-06,Malaysia,2003,346,1657
2021-03-07,Malaysia,2520,401,2119
2021-03-08,Malaysia,615,60,555
2021-03-09,Malaysia,1025,220,805
2021-03-10,Malaysia,1289,268,1021
2021-03-11,Malaysia,1295,297,998
2021-03-12,Malaysia,786,135,651
2021-03-13,Malaysia,2042,443,1599
2021-03-14,Malaysia,2782,462,2320
2021-03-15,Malaysia,736,114,622
2021-03-16,Malaysia,1167,282,885
2021-03-17,Malaysia,1357,291,1066
2021-03-18,Malaysia,1312,328,984
2021-03-19,Malaysia,1145,248,897
2021-03-20,Malaysia,2100,413,1687
2021-03-21,Malaysia,3230,580,2650
2021-03-22,Malaysia,772,175,597
2021-03-23,Malaysia,1292,270,1022
2021-03-24,Malaysia,1086,205,881
2021-03-25,Malaysia,1398,402,996
2021-03-26,Malaysia,874,137,737
2021-03-27,Malaysia,1932,373,1559
2021-03-28,Malaysia,3012,548,2464
2021-03-29,Malaysia,750,134,616
2021-03-30,Malaysia,1043,185,858
2021-03-31,Malaysia,1289,287,1002
2021-04-01,Malaysia,1153,264,889
2021-04-02,Malaysia,873,129,744
2021-04-03,Malaysia,1737,380,1357
2021-04-04,Malaysia,2825,554,2271
2021-04-05,Malaysia,902,200,702
2021-04-06,Malaysia,1308,369,939
2021-04-07,Malaysia,1302,347,955
2021-04-08,Malaysia,1599,479,1120
2021-04-09,Malaysia,1292,226,1066
2021-04-10,Malaysia,2322,433,1889
2021-04-11,Malaysia,3578,573,3005
2021-04-12,Malaysia,2019,556,1463
2021-04-13,Malaysia,244,22,222
2021-04-14,Malaysia,522,76,446
2021-04-15,Malaysia,632,102,530
2021-04-16,Malaysia,595,82,513
2021-04-17,Malaysia,1126,243,883
2021-04-18,Malaysia,2282,392,1890
2021-04-19,Malaysia,419,60,359
2021-04-20,Malaysia,532,84,448
2021-04-21,Malaysia,741,160,581
2021-04-22,Malaysia,753,127,626
2021-04-23,Malaysia,755,119,636
2021-04-24,Malaysia,1146,261,885
2021-04-25,Malaysia,2768,483,2285
2021-04-26,Malaysia,514,86,428
2021-04-27,Malaysia,815,250,565
2021-04-28,Malaysia,881,216,665
2021-04-29,Malaysia,1083,229,854
2021-04-30,Malaysia,796,134,662
2021-05-01,Malaysia,2634,482,2152
2021-05-02,Malaysia,2132,345,1787
2021-05-03,Malaysia,608,107,501
2021-05-04,Malaysia,811,199,612
2021-05-05,Malaysia,804,141,663
2021-05-06,Malaysia,924,173,751
2021-05-07,Malaysia,752,102,650
2021-05-08,Malaysia,1562,308,1254
2021-05-09,Malaysia,1771,345,1426
2021-05-10,Malaysia,773,105,668
2021-05-11,Malaysia,985,153,832
2021-05-12,Malaysia,689,79,610
2021-05-13,Malaysia,0,0,0
2021-05-14,Malaysia,1006,136,870
2021-05-15,Malaysia,2221,392,1829
2021-05-16,Malaysia,2900,471,2429
2021-05-17,Malaysia,1380,179,1201
2021-05-18,Malaysia,1363,206,1157
2021-05-19,Malaysia,1488,249,1239
2021-05-20,Malaysia,1211,235,976
2021-05-21,Malaysia,1001,163,838
2021-05-22,Malaysia,2307,388,1919
2021-05-23,Malaysia,3187,547,2640
2021-05-24,Malaysia,921,145,776
2021-05-25,Malaysia,1049,214,835
2021-05-26,Malaysia,1552,286,1266
2021-05-27,Malaysia,1085,159,926
2021-05-28,Malaysia,1182,218,964
2021-05-29,Malaysia,1678,287,1391
2021-05-30,Malaysia,2050,316,1734
2021-05-31,Malaysia,1027,129,898
2021-06-01,Malaysia,789,219,570
2021-06-02,Malaysia,1067,175,892
2021-06-03,Malaysia,1360,231,1129
2021-06-04,Malaysia,801,109,692
2021-06-05,Malaysia,1689,314,1375
2021-06-06,Malaysia,2083,359,1724
2021-06-07,Malaysia,1359,290,1069
2021-06-08,Malaysia,1083,171,912
2021-06-09,Malaysia,1395,286,1109
2021-06-10,Malaysia,1329,277,1052
2021-06-11,Malaysia,1056,193,863
2021-06-12,Malaysia,1891,336,1555
2021-06-13,Malaysia,2570,428,2142
2021-06-14,Malaysia,1892,263,1629
2021-06-15,Malaysia,1607,287,1320
2021-06-16,Malaysia,1546,297,1249
2021-06-17,Malaysia,1552,329,1223
2021-06-18,Malaysia,1114,174,940
2021-06-19,Malaysia,2169,380,1789
2021-06-20,Malaysia,2739,520,2219
2021-06-21,Malaysia,1004,175,829
2021-06-22,Malaysia,1046,167,879
2021-06-23,Malaysia,1272,261,1011
2021-06-24,Malaysia,1029,190,839
2021-06-25,Malaysia,1033,189,844
2021-06-26,Malaysia,2093,382,1711
2021-06-27,Malaysia,2174,426,1748
2021-06-28,Malaysia,844,126,718
2021-06-29,Malaysia,1008,178,830
2021-06-30,Malaysia,1124,182,942
2021-07-01,Malaysia,1217,245,972
2021-07-02,Malaysia,790,117,673
2021-07-03,Malaysia,1347,220,1127
2021-07-04,Malaysia,1786,327,1459
2021-07-05,Malaysia,657,89,568
2021-07-06,Malaysia,762,108,654
2021-07-07,Malaysia,926,171,755
2021-07-08,Malaysia,888,140,748
2021-07-09,Malaysia,822,198,624
2021-07-10,Malaysia,1612,318,1294
2021-07-11,Malaysia,1553,301,1252
2021-07-12,Malaysia,612,111,501
2021-07-13,Malaysia,681,104,577
2021-07-14,Malaysia,787,132,655
2021-07-15,Malaysia,729,142,587
2021-07-16,Malaysia,550,100,450
2021-07-17,Malaysia,1253,218,1035
2021-07-18,Malaysia,1417,250,1167
2021-07-19,Malaysia,443,44,399
2021-07-20,Malaysia,198,37,161
2021-07-21,Malaysia,606,111,495
2021-07-22,Malaysia,1349,240,1109
2021-07-23,Malaysia,839,138,701
2021-07-24,Malaysia,1680,357,1323
2021-07-25,Malaysia,1808,318,1490
2021-07-26,Malaysia,737,143,594
2021-07-27,Malaysia,854,181,673
2021-07-28,Malaysia,1133,243,890
2021-07-29,Malaysia,1121,278,843
2021-07-30,Malaysia,924,158,766
2021-07-31,Malaysia,1542,290,1252
2021-08-01,Malaysia,1786,319,1467
2021-08-02,Malaysia,901,119,782
2021-08-03,Malaysia,968,156,812
2021-08-04,Malaysia,1271,242,1029
2021-08-05,Malaysia,1107,234,873
2021-08-06,Malaysia,1284,234,1050
2021-08-07,Malaysia,1702,344,1358
2021-08-08,Malaysia,2039,451,1588
2021-08-09,Malaysia,749,120,629
2021-08-10,Malaysia,1462,297,1165
2021-08-11,Malaysia,893,158,735
2021-08-12,Malaysia,953,205,748
2021-08-13,Malaysia,960,216,744
2021-08-14,Malaysia,1820,334,1486
2021-08-15,Malaysia,2086,409,1677
2021-08-16,Malaysia,761,142,619
2021-08-17,Malaysia,896,152,744
2021-08-18,Malaysia,1087,200,887
2021-08-19,Malaysia,1385,287,1098
2021-08-20,Malaysia,877,154,723
2021-08-21,Malaysia,2157,425,1732
2021-08-22,Malaysia,2418,447,1971
2021-08-23,Malaysia,876,143,733
2021-08-24,Malaysia,1124,239,885
2021-08-25,Malaysia,1227,245,982
2021-08-26,Malaysia,1329,234,1095
2021-08-27,Malaysia,1188,258,930
2021-08-28,Malaysia,2053,407,1646
2021-08-29,Malaysia,2934,522,2412
2021-08-30,Malaysia,1481,327,1154
2021-08-31,Malaysia,3206,697,2509
2021-09-01,Malaysia,1303,253,1050
2021-09-02,Malaysia,1370,366,1004
2021-09-03,Malaysia,898,160,738
2021-09-04,Malaysia,2018,439,1579
2021-09-05,Malaysia,2117,378,1739
2021-09-06,Malaysia,810,123,687
2021-09-07,Malaysia,1122,242,880
2021-09-08,Malaysia,1260,244,1016
2021-09-09,Malaysia,1063,188,875
2021-09-10,Malaysia,921,162,759
2021-09-11,Malaysia,2015,477,1538
2021-09-12,Malaysia,2530,427,2103
2021-09-13,Malaysia,852,150,702
2021-09-14,Malaysia,983,181,802
2021-09-15,Malaysia,1339,253,1086
2021-09-16,Malaysia,3080,621,2459
2021-09-17,Malaysia,952,153,799
2021-09-18,Malaysia,1783,370,1413
2021-09-19,Malaysia,2720,493,2227
2021-09-20,Malaysia,893,125,768
2021-09-21,Malaysia,917,168,749
2021-09-22,Malaysia,1007,193,814
2021-09-23,Malaysia,1224,216,1008
2021-09-24,Malaysia,806,130,676
2021-09-25,Malaysia,1716,312,1404
2021-09-26,Malaysia,2532,360,2172
2021-09-27,Malaysia,794,145,649
2021-09-28,Malaysia,1100,149,951
2021-09-29,Malaysia,1474,328,1146
2021-09-30,Malaysia,1384,275,1109
2021-10-01,Malaysia,766,152,614
2021-10-02,Malaysia,1711,294,1417
2021-10-03,Malaysia,2422,460,1962
2021-10-04,Malaysia,675,79,596
2021-10-05,Malaysia,848,130,718
2021-10-06,Malaysia,914,143,771
2021-10-07,Malaysia,946,148,798
2021-10-08,Malaysia,775,120,655
2021-10-09,Malaysia,2040,387,1653
2021-10-10,Malaysia,2493,405,2088
2021-10-11,Malaysia,685,92,593
2021-10-12,Malaysia,1030,219,811
2021-10-13,Malaysia,1206,264,942
2021-10-14,Malaysia,1181,269,912
2021-10-15,Malaysia,771,122,649
2021-10-16,Malaysia,1642,330,1312
2021-10-17,Malaysia,2262,399,1863
2021-10-18,Malaysia,769,110,659
2021-10-19,Malaysia,1573,258,1315
2021-10-20,Malaysia,838,148,690
2021-10-21,Malaysia,953,156,797
2021-10-22,Malaysia,713,109,604
2021-10-23,Malaysia,1439,293,1146
2021-10-24,Malaysia,2559,409,2150
2021-10-25,Malaysia,584,75,509
2021-10-26,Malaysia,743,117,626
2021-10-27,Malaysia,1325,264,1061
2021-10-28,Malaysia,1149,228,921
2021-10-29,Malaysia,1084,246,838
2021-10-30,Malaysia,1690,357,1333
2021-10-31,Malaysia,2309,421,1888
2021-11-01,Malaysia,941,193,748
2021-11-02,Malaysia,1078,227,851
2021-11-03,Malaysia,1082,213,869
2021-11-04,Malaysia,2024,282,1742
2021-11-05,Malaysia,905,154,751
2021-11-06,Malaysia,1550,314,1236
2021-11-07,Malaysia,2296,358,1938
2021-11-08,Malaysia,660,112,548
2021-11-09,Malaysia,971,215,756
2021-11-10,Malaysia,1204,255,949
2021-11-11,Malaysia,1261,266,995
2021-11-12,Malaysia,808,112,696
2021-11-13,Malaysia,2279,497,1782
2021-11-14,Malaysia,2986,489,2497
2021-11-15,Malaysia,928,176,752
2021-11-16,Malaysia,1134,233,901
2021-11-17,Malaysia,1327,361,966
2021-11-18,Malaysia,1675,466,1209
2021-11-19,Malaysia,972,159,813
2021-11-20,Malaysia,1809,385,1424
2021-11-21,Malaysia,2509,473,2036
2021-11-22,Malaysia,934,175,759
2021-11-23,Malaysia,1086,251,835
2021-11-24,Malaysia,1254,292,962
2021-11-25,Malaysia,1473,411,1062
2021-11-26,Malaysia,886,161,725
2021-11-27,Malaysia,1579,335,1244
2021-11-28,Malaysia,2735,476,2259
2021-11-29,Malaysia,820,131,689
2021-11-30,Malaysia,1360,322,1038
2021-12-01,Malaysia,1373,393,980
2021-12-02,Malaysia,1391,383,1008
2021-12-03,Malaysia,884,155,729
2021-12-04,Malaysia,1735,406,1329
2021-12-05,Malaysia,2739,438,2301
2021-12-06,Malaysia,965,197,768
2021-12-07,Malaysia,1155,268,887
2021-12-08,Malaysia,1094,225,869
2021-12-09,Malaysia,1311,315,996
2021-12-10,Malaysia,955,158,797
2021-12-11,Malaysia,1851,329,1522
2021-12-12,Malaysia,2858,434,2424
2021-12-13,Malaysia,859,183,676
2021-12-14,Malaysia,1606,502,1104
2021-12-15,Malaysia,1561,485,1076
2021-12-16,Malaysia,1453,434,1019
2021-12-17,Malaysia,1029,173,856
2021-12-18,Malaysia,1353,268,1085
2021-12-19,Malaysia,2235,378,1857
2021-12-20,Malaysia,928,208,720
2021-12-21,Malaysia,1271,280,991
2021-12-22,Malaysia,1133,237,896
2021-12-23,Malaysia,1233,234,999
2021-12-24,Malaysia,1092,183,909
2021-12-25,Malaysia,1834,287,1547
2021-12-26,Malaysia,2346,366,1980
2021-12-27,Malaysia,999,139,860
2021-12-28,Malaysia,1185,185,1000
2021-12-29,Malaysia,1716,323,1393
2021-12-30,Malaysia,1206,195,1011
2021-12-31,Malaysia,1114,135,979
2022-01-01,Malaysia,2218,352,1866
2022-01-02,Malaysia,2219,356,1863
2022-01-03,Malaysia,724,90,634
2022-01-04,Malaysia,888,135,753
2022-01-05,Malaysia,1225,269,956
2022-01-06,Malaysia,1123,245,878
2022-01-07,Malaysia,815,122,693
2022-01-08,Malaysia,2063,520,1543
2022-01-09,Malaysia,2683,501,2182
2022-01-10,Malaysia,824,114,710
2022-01-11,Malaysia,870,149,721
2022-01-12,Malaysia,1109,263,846
2022-01-13,Malaysia,1286,418,868
2022-01-14,Malaysia,1076,203,873
2022-01-15,Malaysia,1924,429,1495
2022-01-16,Malaysia,2417,467,1950
2022-01-17,Malaysia,849,147,702
2022-01-18,Malaysia,1785,365,1420
2022-01-19,Malaysia,1030,227,803
2022-01-20,Malaysia,1212,359,853
2022-01-21,Malaysia,980,221,759
2022-01-22,Malaysia,2098,516,1582
2022-01-23,Malaysia,2294,424,1870
2022-01-24,Malaysia,1028,192,836
2022-01-25,Malaysia,1460,387,1073
2022-01-26,Malaysia,1344,292,1052
2022-01-27,Malaysia,1462,315,1147
2022-01-28,Malaysia,829,106,723
2022-01-29,Malaysia,1653,342,1311
2022-01-30,Malaysia,1986,332,1654
2022-01-31,Malaysia,981,113,868
2022-02-01,Malaysia,960,158,802
2022-02-02,Malaysia,1147,209,938
2022-02-03,Malaysia,1178,237,941
2022-02-04,Malaysia,943,128,815
2022-02-05,Malaysia,1890,325,1565
2022-02-06,Malaysia,1928,340,1588
2022-02-07,Malaysia,906,127,779
2022-02-08,Malaysia,1141,261,880
2022-02-09,Malaysia,1269,235,1034
2022-02-10,Malaysia,1154,248,906
2022-02-11,Malaysia,992,186,806
2022-02-12,Malaysia,2039,383,1656
2022-02-13,Malaysia,2379,362,2017
2022-02-14,Malaysia,888,177,711
2022-02-15,Malaysia,1217,278,939
2022-02-16,Malaysia,1015,169,846
2022-02-17,Malaysia,1325,235,1090
2022-02-18,Malaysia,906,138,768
2022-02-19,Malaysia,2015,383,1632
2022-02-20,Malaysia,2806,518,2288
2022-02-21,Malaysia,804,121,683
2022-02-22,Malaysia,1137,198,939
2022-02-23,Malaysia,981,188,793
2022-02-24,Malaysia,1458,328,1130
2022-02-25,Malaysia,856,117,739
2022-02-26,Malaysia,1746,294,1452
2022-02-27,Malaysia,2686,451,2235
2022-02-28,Malaysia,936,135,801
2022-03-01,Malaysia,1003,142,861
2022-03-02,Malaysia,1090,271,819
2022-03-03,Malaysia,1076,235,841
2022-03-04,Malaysia,857,129,728
2022-03-05,Malaysia,1617,376,1241
2022-03-06,Malaysia,2435,386,2049
2022-03-07,Malaysia,787,142,645
2022-03-08,Malaysia,949,170,779
2022-03-09,Malaysia,1145,280,865
2022-03-10,Malaysia,1467,312,1155
2022-03-11,Malaysia,920,134,786
2022-03-12,Malaysia,1744,292,1452
2022-03-13,Malaysia,2538,405,2133
2022-03-14,Malaysia,780,111,669
2022-03-15,Malaysia,1355,380,975
2022-03-16,Malaysia,1460,403,1057
2022-03-17,Malaysia,1247,308,939
2022-03-18,Malaysia,946,181,765
2022-03-19,Malaysia,2066,456,1610
2022-03-20,Malaysia,3154,546,2608
2022-03-21,Malaysia,926,155,771
2022-03-22,Malaysia,1009,197,812
2022-03-23,Malaysia,1626,428,1198
2022-03-24,Malaysia,1459,393,1066
2022-03-25,Malaysia,1409,304,1105
2022-03-26,Malaysia,2505,484,2021
2022-03-27,Malaysia,3221,625,2596
2022-03-28,Malaysia,1603,319,1284
2022-03-29,Malaysia,2112,651,1461
2022-03-30,Malaysia,1769,423,1346
2022-03-31,Malaysia,2263,645,1618
2022-04-01,Malaysia,1574,421,1153
2022-04-02,Malaysia,2523,507,2016
2022-04-03,Malaysia,1801,303,1498
2022-04-04,Malaysia,585,125,460
2022-04-05,Malaysia,719,175,544
2022-04-06,Malaysia,768,162,606
2022-04-07,Malaysia,884,216,668
2022-04-08,Malaysia,876,201,675
2022-04-09,Malaysia,1521,336,1185
2022-04-10,Malaysia,2644,563,2081
2022-04-11,Malaysia,541,111,430
2022-04-12,Malaysia,903,189,714
2022-04-13,Malaysia,1172,283,889
2022-04-14,Malaysia,1149,294,855
2022-04-15,Malaysia,1126,254,872
2022-04-16,Malaysia,1785,432,1353
2022-04-17,Malaysia,2758,464,2294
2022-04-18,Malaysia,722,127,595
2022-04-19,Malaysia,1265,256,1009
2022-04-20,Malaysia,942,263,679
2022-04-21,Malaysia,964,255,709
